0.075801	0.075801	B
0.521801	0.521801	B
0.966801	0.966801	B
1.410801	1.410801	B
1.853801	1.853801	B
2.299801	2.299801	B
2.744801	2.744801	B
3.188801	3.188801	B
3.630801	3.630801	B
4.077801	4.077801	B
4.521801	4.521801	B
4.966801	4.966801	B
5.408801	5.408801	B
5.855801	5.855801	B
6.299801	6.299801	B
6.744801	6.744801	B
7.186801	7.186801	B
7.633801	7.633801	B
8.077801	8.077801	B
8.521801	8.521801	B
8.964801	8.964801	B
9.410801	9.410801	B
9.855801	9.855801	B
10.299801	10.299801	B
10.742801	10.742801	B
11.188801	11.188801	B
11.633801	11.633801	B
12.077801	12.077801	B
12.519801	12.519801	B
12.966801	12.966801	B
13.410801	13.410801	B
13.855801	13.855801	B
14.297801	14.297801	B
14.744801	14.744801	B
15.188801	15.188801	B
15.633801	15.633801	B
16.075801	16.075801	B
16.521801	16.521801	B
16.966801	16.966801	B
17.410801	17.410801	B
17.853801	17.853801	B
18.299801	18.299801	B
18.744801	18.744801	B
19.188801	19.188801	B
19.630801	19.630801	B
20.077801	20.077801	B
20.521801	20.521801	B
20.966801	20.966801	B
21.408801	21.408801	B
21.855801	21.855801	B
22.299801	22.299801	B
22.744801	22.744801	B
23.186801	23.186801	B
23.633801	23.633801	B
24.077801	24.077801	B
24.521801	24.521801	B
24.964801	24.964801	B
25.410801	25.410801	B
25.855801	25.855801	B
26.299801	26.299801	B
26.742801	26.742801	B
27.188801	27.188801	B
27.633801	27.633801	B
28.077801	28.077801	B
28.519801	28.519801	B
28.966801	28.966801	B
29.410801	29.410801	B
29.855801	29.855801	B
30.297801	30.297801	B
30.744801	30.744801	B
31.188801	31.188801	B
31.633801	31.633801	B
32.075801	32.075801	B
32.521801	32.521801	B
32.966801	32.966801	B
33.410801	33.410801	B
33.853801	33.853801	B
34.299801	34.299801	B
34.744801	34.744801	B
35.188801	35.188801	B
35.630801	35.630801	B
36.077801	36.077801	B
36.521801	36.521801	B
36.966801	36.966801	B
37.408801	37.408801	B
37.855801	37.855801	B
38.299801	38.299801	B
38.744801	38.744801	B
39.186801	39.186801	B
39.633801	39.633801	B
40.077801	40.077801	B
40.521801	40.521801	B
40.964801	40.964801	B
41.410801	41.410801	B
41.855801	41.855801	B
42.299801	42.299801	B
42.742801	42.742801	B
43.188801	43.188801	B
43.633801	43.633801	B
44.077801	44.077801	B
44.519801	44.519801	B
44.966801	44.966801	B
45.410801	45.410801	B
45.855801	45.855801	B
46.297801	46.297801	B
46.744801	46.744801	B
47.188801	47.188801	B
47.633801	47.633801	B
48.075801	48.075801	B
48.521801	48.521801	B
48.966801	48.966801	B
49.410801	49.410801	B
49.853801	49.853801	B
50.299801	50.299801	B
50.744801	50.744801	B
51.188801	51.188801	B
51.630801	51.630801	B
52.077801	52.077801	B
52.521801	52.521801	B
52.966801	52.966801	B
53.408801	53.408801	B
53.855801	53.855801	B
54.299801	54.299801	B
54.744801	54.744801	B
55.186801	55.186801	B
55.633801	55.633801	B
56.077801	56.077801	B
56.521801	56.521801	B
56.964801	56.964801	B
57.410801	57.410801	B
57.855801	57.855801	B
58.299801	58.299801	B
58.742801	58.742801	B
59.188801	59.188801	B
59.633801	59.633801	B
60.077801	60.077801	B
60.519801	60.519801	B
60.966801	60.966801	B
61.410801	61.410801	B
61.855801	61.855801	B
62.297801	62.297801	B
62.744801	62.744801	B
63.188801	63.188801	B
63.633801	63.633801	B
64.075801	64.075801	B
64.521801	64.521801	B
64.966801	64.966801	B
65.410801	65.410801	B
65.853801	65.853801	B
66.299801	66.299801	B
66.744801	66.744801	B
67.188801	67.188801	B
67.630801	67.630801	B
68.077801	68.077801	B
68.521801	68.521801	B
68.966801	68.966801	B
69.408801	69.408801	B
69.855801	69.855801	B
70.299801	70.299801	B
70.744801	70.744801	B
71.186801	71.186801	B
71.633801	71.633801	B
72.077801	72.077801	B
72.521801	72.521801	B
72.964801	72.964801	B
73.410801	73.410801	B
73.855801	73.855801	B
74.299801	74.299801	B
74.742801	74.742801	B
75.188801	75.188801	B
75.633801	75.633801	B
76.077801	76.077801	B
76.519801	76.519801	B
76.966801	76.966801	B
77.410801	77.410801	B
77.855801	77.855801	B
78.297801	78.297801	B
78.744801	78.744801	B
79.188801	79.188801	B
79.633801	79.633801	B
80.075801	80.075801	B
80.521801	80.521801	B
80.966801	80.966801	B
81.410801	81.410801	B
81.853801	81.853801	B
82.299801	82.299801	B
82.744801	82.744801	B
83.188801	83.188801	B
83.630801	83.630801	B
84.077801	84.077801	B
84.521801	84.521801	B
84.966801	84.966801	B
85.408801	85.408801	B
85.855801	85.855801	B
86.299801	86.299801	B
86.744801	86.744801	B
87.186801	87.186801	B
87.633801	87.633801	B
88.077801	88.077801	B
88.521801	88.521801	B
88.964801	88.964801	B
89.410801	89.410801	B
89.855801	89.855801	B
90.299801	90.299801	B
90.742801	90.742801	B
91.188801	91.188801	B
91.633801	91.633801	B
92.077801	92.077801	B
92.519801	92.519801	B
92.966801	92.966801	B
93.410801	93.410801	B
93.855801	93.855801	B
94.297801	94.297801	B
94.744801	94.744801	B
95.188801	95.188801	B
95.633801	95.633801	B
96.075801	96.075801	B
96.521801	96.521801	B
96.966801	96.966801	B
97.410801	97.410801	B
97.853801	97.853801	B
98.299801	98.299801	B
98.744801	98.744801	B
99.188801	99.188801	B
99.630801	99.630801	B
100.077801	100.077801	B
100.521801	100.521801	B
100.966801	100.966801	B
101.408801	101.408801	B
101.855801	101.855801	B
102.299801	102.299801	B
102.744801	102.744801	B
103.186801	103.186801	B
103.633801	103.633801	B
104.077801	104.077801	B
104.521801	104.521801	B
104.964801	104.964801	B
105.410801	105.410801	B
105.855801	105.855801	B
106.299801	106.299801	B
106.742801	106.742801	B
107.188801	107.188801	B
107.633801	107.633801	B
108.077801	108.077801	B
108.519801	108.519801	B
108.966801	108.966801	B
109.410801	109.410801	B
109.855801	109.855801	B
110.297801	110.297801	B
110.744801	110.744801	B
111.188801	111.188801	B
111.633801	111.633801	B
112.075801	112.075801	B
112.521801	112.521801	B
112.966801	112.966801	B
113.410801	113.410801	B
113.853801	113.853801	B
114.299801	114.299801	B
114.744801	114.744801	B
115.188801	115.188801	B
115.630801	115.630801	B
116.077801	116.077801	B
116.521801	116.521801	B
116.966801	116.966801	B
117.408801	117.408801	B
117.855801	117.855801	B
118.299801	118.299801	B
118.744801	118.744801	B
119.186801	119.186801	B
119.633801	119.633801	B
120.077801	120.077801	B
120.521801	120.521801	B
120.964801	120.964801	B
121.410801	121.410801	B
121.855801	121.855801	B
122.299801	122.299801	B
122.742801	122.742801	B
123.188801	123.188801	B
123.633801	123.633801	B
124.077801	124.077801	B
124.519801	124.519801	B
124.966801	124.966801	B
125.410801	125.410801	B
125.855801	125.855801	B
126.297801	126.297801	B
126.744801	126.744801	B
127.188801	127.188801	B
127.633801	127.633801	B
128.075801	128.075801	B
128.521801	128.521801	B
128.966801	128.966801	B
129.410801	129.410801	B
129.853801	129.853801	B
130.299801	130.299801	B
130.744801	130.744801	B
131.188801	131.188801	B
131.630801	131.630801	B
132.077801	132.077801	B
132.521801	132.521801	B
132.966801	132.966801	B
133.408801	133.408801	B
133.855801	133.855801	B
134.299801	134.299801	B
134.744801	134.744801	B
135.186801	135.186801	B
135.633801	135.633801	B
136.077801	136.077801	B
136.521801	136.521801	B
136.964801	136.964801	B
137.410801	137.410801	B
137.855801	137.855801	B
138.299801	138.299801	B
138.742801	138.742801	B
139.188801	139.188801	B
139.633801	139.633801	B
140.077801	140.077801	B
140.519801	140.519801	B
