140.966801	140.966801	B
141.410801	141.410801	B
141.855801	141.855801	B
142.297801	142.297801	B
142.744801	142.744801	B
143.188801	143.188801	B
143.633801	143.633801	B
144.075801	144.075801	B
144.521801	144.521801	B
144.966801	144.966801	B
145.410801	145.410801	B
145.853801	145.853801	B
146.299801	146.299801	B
146.744801	146.744801	B
147.188801	147.188801	B
147.630801	147.630801	B
148.077801	148.077801	B
148.521801	148.521801	B
148.966801	148.966801	B
149.408801	149.408801	B
149.855801	149.855801	B
150.299801	150.299801	B
150.744801	150.744801	B
151.186801	151.186801	B
151.633801	151.633801	B
152.077801	152.077801	B
152.521801	152.521801	B
152.964801	152.964801	B
153.410801	153.410801	B
153.855801	153.855801	B
154.299801	154.299801	B
154.742801	154.742801	B
155.188801	155.188801	B
155.633801	155.633801	B
156.077801	156.077801	B
156.519801	156.519801	B
156.966801	156.966801	B
157.410801	157.410801	B
157.855801	157.855801	B
158.297801	158.297801	B
158.744801	158.744801	B
159.188801	159.188801	B
159.633801	159.633801	B
160.075801	160.075801	B
160.521801	160.521801	B
160.966801	160.966801	B
161.410801	161.410801	B
161.853801	161.853801	B
162.299801	162.299801	B
162.744801	162.744801	B
163.188801	163.188801	B
163.630801	163.630801	B
164.077801	164.077801	B
164.521801	164.521801	B
164.966801	164.966801	B
165.408801	165.408801	B
165.855801	165.855801	B
166.299801	166.299801	B
166.744801	166.744801	B
167.186801	167.186801	B
167.633801	167.633801	B
168.077801	168.077801	B
168.521801	168.521801	B
168.964801	168.964801	B
169.410801	169.410801	B
169.855801	169.855801	B
170.299801	170.299801	B
170.742801	170.742801	B
171.188801	171.188801	B
171.633801	171.633801	B
172.077801	172.077801	B
172.519801	172.519801	B
172.966801	172.966801	B
173.410801	173.410801	B
173.855801	173.855801	B
174.297801	174.297801	B
174.744801	174.744801	B
175.188801	175.188801	B
175.633801	175.633801	B
176.075801	176.075801	B
176.521801	176.521801	B
176.966801	176.966801	B
177.410801	177.410801	B
177.853801	177.853801	B
178.299801	178.299801	B
178.744801	178.744801	B
179.188801	179.188801	B
179.630801	179.630801	B
180.077801	180.077801	B
180.521801	180.521801	B
180.966801	180.966801	B
181.408801	181.408801	B
181.855801	181.855801	B
182.299801	182.299801	B
182.744801	182.744801	B
183.186801	183.186801	B
183.633801	183.633801	B
184.077801	184.077801	B
184.521801	184.521801	B
184.964801	184.964801	B
185.410801	185.410801	B
185.855801	185.855801	B
186.299801	186.299801	B
186.742801	186.742801	B
187.188801	187.188801	B
187.633801	187.633801	B
188.077801	188.077801	B
188.519801	188.519801	B
188.966801	188.966801	B
189.410801	189.410801	B
189.855801	189.855801	B
190.297801	190.297801	B
190.744801	190.744801	B
191.188801	191.188801	B
191.633801	191.633801	B
192.075801	192.075801	B
192.521801	192.521801	B
192.966801	192.966801	B
193.410801	193.410801	B
193.853801	193.853801	B
194.299801	194.299801	B
194.744801	194.744801	B
195.188801	195.188801	B
195.630801	195.630801	B
196.077801	196.077801	B
196.521801	196.521801	B
196.966801	196.966801	B
197.408801	197.408801	B
197.855801	197.855801	B
198.299801	198.299801	B
198.744801	198.744801	B
199.186801	199.186801	B
199.633801	199.633801	B
200.077801	200.077801	B
200.521801	200.521801	B
0.079801	0.079801	I
1.856801	1.856801	I
3.634801	3.634801	I
5.412801	5.412801	I
7.190801	7.190801	I
8.967801	8.967801	I
10.745801	10.745801	I
12.523801	12.523801	I
14.301801	14.301801	I
16.079801	16.079801	I
17.856801	17.856801	I
19.634801	19.634801	I
21.412801	21.412801	I
23.190801	23.190801	I
24.967801	24.967801	I
26.745801	26.745801	I
28.523801	28.523801	I
30.301801	30.301801	I
32.079801	32.079801	I
33.856801	33.856801	I
35.634801	35.634801	I
37.412801	37.412801	I
39.190801	39.190801	I
40.967801	40.967801	I
42.745801	42.745801	I
44.523801	44.523801	I
46.301801	46.301801	I
48.079801	48.079801	I
49.856801	49.856801	I
51.634801	51.634801	I
53.412801	53.412801	I
55.190801	55.190801	I
56.967801	56.967801	I
58.745801	58.745801	I
60.523801	60.523801	I
62.301801	62.301801	I
64.079801	64.079801	I
65.856801	65.856801	I
67.634801	67.634801	I
69.412801	69.412801	I
71.190801	71.190801	I
72.967801	72.967801	I
74.745801	74.745801	I
76.523801	76.523801	I
78.301801	78.301801	I
80.079801	80.079801	I
81.856801	81.856801	I
83.634801	83.634801	I
85.412801	85.412801	I
87.190801	87.190801	I
88.967801	88.967801	I
90.745801	90.745801	I
92.523801	92.523801	I
94.301801	94.301801	I
96.079801	96.079801	I
97.856801	97.856801	I
99.634801	99.634801	I
101.412801	101.412801	I
103.190801	103.190801	I
104.967801	104.967801	I
106.745801	106.745801	I
108.523801	108.523801	I
110.301801	110.301801	I
112.079801	112.079801	I
113.856801	113.856801	I
115.634801	115.634801	I
117.412801	117.412801	I
119.190801	119.190801	I
120.967801	120.967801	I
122.745801	122.745801	I
124.523801	124.523801	I
126.301801	126.301801	I
128.079801	128.079801	I
129.856801	129.856801	I
131.634801	131.634801	I
133.412801	133.412801	I
135.190801	135.190801	I
136.967801	136.967801	I
138.745801	138.745801	I
140.523801	140.523801	I
142.301801	142.301801	I
144.079801	144.079801	I
145.856801	145.856801	I
147.634801	147.634801	I
149.412801	149.412801	I
151.190801	151.190801	I
152.967801	152.967801	I
154.745801	154.745801	I
156.523801	156.523801	I
158.301801	158.301801	I
160.079801	160.079801	I
161.856801	161.856801	I
163.634801	163.634801	I
165.412801	165.412801	I
167.190801	167.190801	I
168.967801	168.967801	I
170.745801	170.745801	I
172.523801	172.523801	I
174.301801	174.301801	I
176.079801	176.079801	I
177.856801	177.856801	I
179.634801	179.634801	I
181.412801	181.412801	I
183.190801	183.190801	I
184.967801	184.967801	I
186.745801	186.745801	I
188.523801	188.523801	I
190.301801	190.301801	I
192.079801	192.079801	I
193.856801	193.856801	I
195.634801	195.634801	I
197.412801	197.412801	I
199.190801	199.190801	I
14.297801	14.297801	S
32.079801	32.079801	S
39.190801	39.190801	S
46.301801	46.301801	S
60.519801	60.519801	S
67.630801	67.630801	S
81.855959	81.855959	S
90.748311	90.748311	S
92.520085	92.520085	S
94.303020	94.303020	S
97.856801	97.856801	S
112.082144	112.082144	S
126.306560	126.306560	S
133.410397	133.410397	S
140.528185	140.528185	S
154.745801	154.745801	S
161.862018	161.862018	S
183.190271	183.190271	S
197.412801	197.412801	S
